,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
70,70,49670,28434077,UNTITLED at Freeman - Queen Studio 905,91315468021,unconfirmed,Karen,Manhattan,Lower East Side,40.723,-73.99157,United States,US,True,moderate,Entire home/apt,2019.0,421,$84 ,1.0,31.0,2.0,208.0,121.0,,121.0
71,71,54243,30959745,2 BR House in Jamaica Queens close to JFK,17801758604,verified,Danielle And Gerard,Queens,Jamaica,40.68472,-73.79472,United States,US,True,moderate,Entire home/apt,2017.0,796,$159 ,1.0,7.0,5.0,1.0,354.0,,354.0
72,72,84595,47723155,Your Own Studio in Lower East Side,83949678305,unconfirmed,Sandro,Manhattan,Chinatown,40.71674,-73.98995,United States,US,False,flexible,Entire home/apt,2020.0,594,$119 ,7.0,1.0,5.0,2.0,348.0,- Please clean after yourself. Do not leave dishes and personal items in the common area such as the kitchen and Bathroom - Please do not bring guest over - Please don't play loud music,348.0
73,73,76780,43406930,Jefferson Estates,29703297533,verified,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69226,-73.93458,United States,US,True,strict,Entire home/apt,2012.0,1101,$220 ,2.0,80.0,1.0,2.0,197.0,"No smoking! Please let me know as soon as you make reservation about your time of arrival.  Late arrival after 10:00 P.M. there will be $150 extra charge.  $50/more than one person during the holidays..  The use of the washer and dryer between 8:00 A.M.-9:00 P.M.  No refund if cancelled in less than two weeks.   Please take time to read all the house rule details on this site. Yes, I am very close to public transportation. Yes, you can walk every where from my place. Yes, I charge $50 for WiFi",197.0
74,74,70155,39747943,Sunny 2 bedroom in Prospect heights + terrace,15926873252,verified,Chiara,Brooklyn,Crown Heights,40.67813,-73.96355,United States,US,True,strict,Entire home/apt,2018.0,911,$182 ,30.0,1.0,2.0,1.0,283.0,,283.0
75,75,24019,14267030,The Sterling Flat,42544998006,unconfirmed,Maxine,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.9543,United States,US,True,moderate,Entire home/apt,2006.0,521,$104 ,1.0,2.0,4.0,1.0,0.0,"No smoking, no parties, and no pets, please!",0.0
76,76,32589,19000241,SoHo Bedroom Central and Close to Many Subways,97737190981,unconfirmed,Robert,Manhattan,SoHo,40.72092,-74.00018,United States,US,True,moderate,Private room,2004.0,78,$16 ,1.0,75.0,3.0,1.0,11.0,"No candles, maximum 2 guests",11.0
77,77,49731,28467767,Cozy shared room by Times Square,87917224985,verified,Mujo,Manhattan,Hell's Kitchen,40.76474,-73.98739,United States,US,False,moderate,Shared room,2007.0,936,$187 ,1.0,2.0,2.0,14.0,354.0,,354.0
78,78,25342,14997723,Spacious One Bedroom in Bed-Stuy,31836547194,verified,Katharina,Brooklyn,Bedford-Stuyvesant,40.69074,-73.93696,United States,US,False,flexible,Entire home/apt,2019.0,309,$62 ,5.0,6.0,3.0,2.0,5.0,1) We live in a quiet neighborhood so no loud noise after 10:00 pm.  2) No outside guests after 10:00 pm. 3) No overnight guests not listed on the reservation.,5.0
79,79,57579,32802218,"Entire apartment, Luxury unit in Astoria NYC",68448190900,verified,Fabiana,Queens,Ditmars Steinway,40.77692,-73.90735,United States,US,True,moderate,Entire home/apt,2003.0,1103,$221 ,3.0,1.0,2.0,3.0,311.0,,311.0
80,80,60418,34370197,Bed-Stuy Bedroom # 1 - Warm & Cozy Near Subway,22215675958,verified,Jci,Brooklyn,Bedford-Stuyvesant,40.68587,-73.94995,,US,False,flexible,Private room,2007.0,960,$192 ,30.0,10.0,2.0,2.0,309.0,,309.0
81,81,31993,18671070,"Cozy, Clean Private Mini Studio in New York City",55335394085,unconfirmed,Susan,Manhattan,Harlem,40.80954,-73.94257,United States,US,False,strict,Entire home/apt,2021.0,1128,$226 ,31.0,49.0,4.0,4.0,119.0,"When you arrive, my place will be clean, neat, organized & very cozy. All I ask is you leave it the same way upon departing.  Also check out time is 11am & check-in time is 4pm. For those arriving, you may check in early & leave your bags / luggage. I will just need to finish cleaning / setting the place up for you just so before handing the place to you. For those departing: 11am check-out time is strict although you may leave your bags / luggage in the apt if you are doing any last minute sight seeing / activities. Otherwise, enjoy the Allston / Boston area,  a great little neighborhood / city combination.",119.0
82,82,29104,17075475,"Chic 4 BEDROOM, Nearby Metro, Rooftop.",91124447409,unconfirmed,Ted,Brooklyn,Bushwick,40.68853,-73.91765,United States,US,True,strict,Entire home/apt,2020.0,925,$185 ,1.0,103.0,4.0,4.0,69.0,,69.0
83,83,44525,25592494,"Mi casa es tu casa, Habitación 1",23664626701,unconfirmed,Valentina,Queens,Woodside,40.7432,-73.90304,United States,US,False,moderate,Private room,2013.0,737,$147 ,1.0,16.0,4.0,2.0,81.0,,81.0
84,84,46723,26806449,Harlem 1 bedroom in a 2bedrooms long stay only,25472440518,unconfirmed,Emmanuelle,Manhattan,Harlem,40.82521,-73.93811,United States,US,True,moderate,Private room,2019.0,141,$28 ,30.0,0.0,2.0,1.0,6.0,,6.0
85,85,11554,7382610,Furnished Luxury 1BR apt. in the heart of NYC!,43918239163,unconfirmed,Kara,Manhattan,Chelsea,40.74463,-73.9919,United States,US,True,flexible,Entire home/apt,2021.0,654,$131 ,30.0,0.0,1.0,121.0,172.0,Keep it clean,172.0
86,86,97575,54892009,"Luxury penthouse with stunning views, very quiet",47490581767,verified,Kathy,Manhattan,Hell's Kitchen,40.76213,-74.00126,United States,US,False,strict,Entire home/apt,2014.0,1144,$229 ,2.0,2.0,2.0,1.0,0.0,"no smoking, no pet, keep clean",0.0
87,87,54330,31007795,Brooklyn brownstone in the center of it all,15991489809,verified,Anne,Brooklyn,Cobble Hill,40.68904,-73.99295,United States,US,True,flexible,Entire home/apt,2019.0,1140,$228 ,2.0,47.0,2.0,2.0,62.0,,62.0
88,88,89911,50659181,The Coziest Bedroom of The Upper West Side,73179851141,unconfirmed,Larissa,Manhattan,Upper West Side,40.8013,-73.96669,United States,US,True,flexible,Private room,2018.0,1095,$219 ,7.0,14.0,4.0,1.0,0.0,,0.0
89,89,97739,54982586,Cozy Manhattan apartment!,77357970962,verified,Kelli,Manhattan,Greenwich Village,40.73578,-73.99682,United States,US,True,flexible,Entire home/apt,2017.0,76,$15 ,4.0,5.0,4.0,1.0,0.0,1. Do adjust the heat/central air to your liking. 2. Do feel free to use all the amenities in the kitchen/bathroom. 3. Don't mind the neighbors. 4. Don't use the backyard space. 5. Park on the street - the parking space is for the downstairs neighbor only. 6. Smoke outdoors.,0.0
90,90,99573,55995504,Cozy 1bd in Kensington,85179861188,verified,Alena,Brooklyn,Kensington,40.64046,-73.97233,United States,US,False,flexible,Entire home/apt,2015.0,93,$19 ,1.0,2.0,5.0,1.0,95.0,,95.0
91,91,12212,7746024,Beautiful New Apt-perfect location!,33559255366,verified,Damian,Brooklyn,Williamsburg,40.7075,-73.95385,United States,US,False,moderate,Private room,2019.0,475,$95 ,6.0,3.0,3.0,1.0,290.0,"No smoking! If I smell smoke or if there is other evidence of smoking, you will forfeit your entire security deposit.   The fireplace is (URL HIDDEN) do not use it as it will cause significant damage. If you do, you will forfeit your entire security deposit. I would consider VERY well behaved pets. A pet would lead to $75 being added to the cleaning fee. You are responsible for any damage caused by your pet. If a pet stays here without pre-approval, you will forfeit your entire deposit. Check in and check out time can be flexible depending upon the dates you are looking for and whether anyone else is staying. Unless we arrange otherwise, check in and check out is at noon. The cleaning fee covers two hours. If additional cleaning is required, you will be charged $50/hour, deducted from your deposit. Out of respect for my neighbors, I must insist upon no parties being held at my place. If my neighbor complains about a party happening, or if there is a big mess left at the place, you will",290.0
92,92,76896,43470997,"Own Floor in Brooklyn Home, 20 min to Manhattan",11615547352,unconfirmed,Jen And Lev,Brooklyn,Flatbush,40.6459,-73.9642,United States,US,False,flexible,Entire home/apt,2014.0,151,$30 ,3.0,64.0,1.0,1.0,277.0,,277.0
93,93,34144,19859067,New York Loft,98147493520,verified,Robert,Manhattan,Greenwich Village,40.73237,-73.99344,United States,US,True,flexible,Private room,2014.0,1173,$235 ,30.0,1.0,5.0,1.0,90.0,"No smoking, no pets. Please be considerate of the neighbors and keep late night noise down. I'm vegetarian, so please don't cook meat in the house (storing it covered in the fridge is fine). If you use dishes, please wash them. Don't forget to return the key when you leave!",90.0
94,94,1994,2102622,Spacious Comfy Bedroom in Bed-Stuy,81313736019,verified,Ines,Brooklyn,Bedford-Stuyvesant,40.68598,-73.92677,United States,US,True,moderate,Private room,2019.0,627,$125 ,3.0,112.0,1.0,3.0,50.0,"Please Note: This unit was just renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, ple",50.0
95,95,69845,39576730,Room: King size bed + private bath,78347554583,unconfirmed,Oliver,Brooklyn,Bushwick,40.70118,-73.92826,United States,US,True,moderate,Private room,2012.0,237,$47 ,3.0,10.0,1.0,1.0,0.0,,0.0
96,96,8246,5555602,Perfect location!,97085364141,unconfirmed,Dajana,Manhattan,East Village,40.72297,-73.98604,United States,US,False,flexible,Private room,2012.0,580,$116 ,2.0,1.0,1.0,1.0,123.0,,123.0
97,97,36593,21211650,Charming Brooklyn 2 Bedroom w/Character,65952969484,verified,Matthew,Brooklyn,East Flatbush,40.63853,-73.94869,United States,US,True,flexible,Entire home/apt,2009.0,158,$32 ,3.0,33.0,4.0,2.0,116.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",116.0
98,98,54226,30950356,Lovely 1-Bedroom unit in the Bronx.,24951396739,unconfirmed,Bria,Bronx,Concourse,40.83046,-73.92352,United States,US,False,moderate,Entire home/apt,2017.0,1090,$218 ,1.0,7.0,4.0,1.0,2.0,,2.0
99,99,14199,8843444,East Village Apartment w/ NYC Charm,20611933352,unconfirmed,Mark,Manhattan,East Village,40.72663,-73.97852,United States,US,False,strict,Private room,2021.0,489,$98 ,1.0,1.0,1.0,1.0,326.0,,326.0
100,100,39139,22617806,Queens Garden,94441061637,unconfirmed,Raquel,Queens,Kew Gardens,40.7048,-73.83384,United States,US,True,flexible,Entire home/apt,2012.0,61,$12 ,3.0,0.0,2.0,1.0,0.0,,0.0
101,101,97417,54804745,"Enormous sun-drenched loft in Bed Stuy, Brooklyn",40849823885,unconfirmed,Andrew,Brooklyn,Bedford-Stuyvesant,40.69519,-73.95465,United States,US,False,moderate,Entire home/apt,2014.0,330,$66 ,2.0,12.0,3.0,1.0,0.0,No smoking in house.  No parties.  Please be courteous and respectful to our neighbors.  Please leave the apartment in the same clean condition that you found it. Have a great time in Boston and come home to Fenway!,0.0
102,102,43068,24787792,,21795746584,verified,Leah,Brooklyn,Williamsburg,40.71322,-73.94655,United States,US,True,moderate,Private room,2008.0,468,$94 ,1.0,18.0,4.0,1.0,49.0,,49.0
103,103,25664,15175563,Clean and Cozy Brooklyn Room in Artsy Apartment,27258327401,verified,Christopher,Brooklyn,Flatbush,40.65265,-73.96559,United States,US,False,moderate,Private room,2009.0,514,$103 ,1.0,18.0,3.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",0.0
104,104,12911,8132081,Studio near GramercyPark w/ Kitchen,51495115019,verified,Xinyan,Manhattan,Kips Bay,40.74195,-73.98242,United States,US,False,flexible,Entire home/apt,2015.0,995,$199 ,2.0,4.0,5.0,1.0,128.0,,128.0
105,105,34249,19917059,Efficient and Accessible Harlem Studio,76857124747,verified,Kristopher,Manhattan,Harlem,40.80136,-73.95158,United States,US,False,strict,Entire home/apt,2003.0,459,$92 ,3.0,16.0,5.0,1.0,0.0,No pets. No smoking. Please :),0.0
106,106,50533,28910712,Cozy Lower East Side 1br w/ patio. GREAT LOCATION!,5936818617,verified,Andrea,Manhattan,Lower East Side,40.71929,-73.98618,United States,US,True,moderate,Entire home/apt,2010.0,411,$82 ,1.0,24.0,4.0,1.0,315.0,,315.0
107,107,9822,6426027,Christmas in New York,80225512712,verified,Pauline,Manhattan,Midtown,40.76372,-73.98081,United States,US,True,strict,Entire home/apt,2021.0,614,$123 ,7.0,0.0,1.0,1.0,71.0,,71.0
108,108,65039,36922376,Master Bedroom w/Bathroom 2 blocks from the beach!,12973287764,verified,Charles,Queens,Far Rockaway,40.59882,-73.74171,United States,US,False,moderate,Private room,2003.0,589,$118 ,1.0,1.0,3.0,3.0,0.0,,0.0
